"fid","uid","filename","uri","filemime","filesize","status","timestamp","type","entity_type","bundle","deleted","entity_id","revision_id","language","delta","field_photos_fid","field_photos_alt","field_photos_title","field_photos_width","field_photos_height"
"48942","7072","fb_img_1646810527701creer_publier_ad488363485.jpg","public://img-gallery/fb_img_1646810527701creer_publier_ad488363485.jpg","image/jpeg","81500","1","1648483578","image","node","submit_an_ad","0","11004","11004","und","0","48942"," ","NOT NULL","800","599"
"48935","7135","40b325e1-1ab7-437d-a2a8-5a9e6aafc4e8creer_publier_ad1409192093.jpeg","public://img-gallery/40b325e1-1ab7-437d-a2a8-5a9e6aafc4e8creer_publier_ad1409192093.jpeg","image/jpeg","23869","1","1648480483","image","node","submit_an_ad","0","11003","11003","und","0","48935"," ","NOT NULL","600","800"
"48938","7135","a7c6e2bb-ad97-4025-ab02-51c6031a2f23creer_publier_ad895225331.jpeg","public://img-gallery/a7c6e2bb-ad97-4025-ab02-51c6031a2f23creer_publier_ad895225331.jpeg","image/jpeg","59704","1","1648480483","image","node","submit_an_ad","0","11003","11003","und","1","48938"," ","NOT NULL","600","800"
"48924","6899","114545emmodifier_publier_adem_appartement_et_studio_a_louer_au_carrefour_tsimi964989470.jpg","public://img-gallery/114545emmodifier_publier_adem_appartement_et_studio_a_louer_au_carrefour_tsimi964989470.jpg","image/jpeg","92670","1","1648479818","image","node","submit_an_ad","0","11002","11002","und","0","48924"," ","NOT NULL","596","778"
"48925","6899","img_20220126_143606_240creer_publier_ad2122246699emmodifier_publier_adem_appartement_et_studio_a_louer_au_carrefour_tsimi161179679.jpg","public://img-gallery/img_20220126_143606_240creer_publier_ad2122246699emmodifier_publier_adem_appartement_et_studio_a_louer_au_carrefour_tsimi161179679.jpg","image/jpeg","103159","1","1648479818","image","node","submit_an_ad","0","11002","11002","und","1","48925"," ","NOT NULL","597","789"
"48926","6899","img_20220126_143628_048creer_publier_ad2061773773emmodifier_publier_adem_appartement_et_studio_a_louer_au_carrefour_tsimi835950507.jpg","public://img-gallery/img_20220126_143628_048creer_publier_ad2061773773emmodifier_publier_adem_appartement_et_studio_a_louer_au_carrefour_tsimi835950507.jpg","image/jpeg","96716","1","1648479818","image","node","submit_an_ad","0","11002","11002","und","2","48926"," ","NOT NULL","600","795"
"48927","6899","img_20220126_144535_961creer_publier_ad460226858emmodifier_publier_adem_appartement_et_studio_a_louer_au_carrefour_tsimi1657339417.jpg","public://img-gallery/img_20220126_144535_961creer_publier_ad460226858emmodifier_publier_adem_appartement_et_studio_a_louer_au_carrefour_tsimi1657339417.jpg","image/jpeg","141444","1","1648479818","image","node","submit_an_ad","0","11002","11002","und","3","48927"," ","NOT NULL","596","790"
"48928","6899","img_20220126_144955_623creer_publier_ad616525137emmodifier_publier_adem_appartement_et_studio_a_louer_au_carrefour_tsimi408097670.jpg","public://img-gallery/img_20220126_144955_623creer_publier_ad616525137emmodifier_publier_adem_appartement_et_studio_a_louer_au_carrefour_tsimi408097670.jpg","image/jpeg","92165","1","1648479818","image","node","submit_an_ad","0","11002","11002","und","4","48928"," ","NOT NULL","600","789"
"48929","6899","img_20220126_145409_832creer_publier_ad868945808emmodifier_publier_adem_appartement_et_studio_a_louer_au_carrefour_tsimi336536603.jpg","public://img-gallery/img_20220126_145409_832creer_publier_ad868945808emmodifier_publier_adem_appartement_et_studio_a_louer_au_carrefour_tsimi336536603.jpg","image/jpeg","94895","1","1648479818","image","node","submit_an_ad","0","11002","11002","und","5","48929"," ","NOT NULL","600","788"
"48930","6899","img_20220126_145413_971creer_publier_ad563999940emmodifier_publier_adem_appartement_et_studio_a_louer_au_carrefour_tsimi882613855.jpg","public://img-gallery/img_20220126_145413_971creer_publier_ad563999940emmodifier_publier_adem_appartement_et_studio_a_louer_au_carrefour_tsimi882613855.jpg","image/jpeg","120309","1","1648479818","image","node","submit_an_ad","0","11002","11002","und","6","48930"," ","NOT NULL","598","777"
"48931","6899","img_20220126_145818_957creer_publier_ad342349993emmodifier_publier_adem_appartement_et_studio_a_louer_au_carrefour_tsimi841400780.jpg","public://img-gallery/img_20220126_145818_957creer_publier_ad342349993emmodifier_publier_adem_appartement_et_studio_a_louer_au_carrefour_tsimi841400780.jpg","image/jpeg","110122","1","1648479818","image","node","submit_an_ad","0","11002","11002","und","7","48931"," ","NOT NULL","597","779"
"48932","6899","img_20220126_150108_843creer_publier_ad79955189emmodifier_publier_adem_appartement_et_studio_a_louer_au_carrefour_tsimi2044019245.jpg","public://img-gallery/img_20220126_150108_843creer_publier_ad79955189emmodifier_publier_adem_appartement_et_studio_a_louer_au_carrefour_tsimi2044019245.jpg","image/jpeg","45633","1","1648479818","image","node","submit_an_ad","0","11002","11002","und","8","48932"," ","NOT NULL","800","600"
"48915","6897","e0d46e57-7ff2-4f69-9066-74bbbf8f35d3creer_publier_ad997470946.jpg","public://img-gallery/e0d46e57-7ff2-4f69-9066-74bbbf8f35d3creer_publier_ad997470946.jpg","image/jpeg","86076","1","1648476289","image","node","submit_an_ad","0","11001","11001","und","0","48915"," ","NOT NULL","600","800"
"48911","6897","7d7b6ef7-6b67-4851-b124-f877fb015990creer_publier_ad1091679203.jpg","public://img-gallery/7d7b6ef7-6b67-4851-b124-f877fb015990creer_publier_ad1091679203.jpg","image/jpeg","82878","1","1648476289","image","node","submit_an_ad","0","11001","11001","und","1","48911"," ","NOT NULL","800","600"
"48912","6897","59a30114-a5cc-408b-9f96-5e0455fce953creer_publier_ad733657106.jpg","public://img-gallery/59a30114-a5cc-408b-9f96-5e0455fce953creer_publier_ad733657106.jpg","image/jpeg","65447","1","1648476289","image","node","submit_an_ad","0","11001","11001","und","2","48912"," ","NOT NULL","800","600"
"48913","6897","91fc676b-ca4d-4d44-8a2e-e842a3c25f8ccreer_publier_ad1726718692.jpg","public://img-gallery/91fc676b-ca4d-4d44-8a2e-e842a3c25f8ccreer_publier_ad1726718692.jpg","image/jpeg","68202","1","1648476289","image","node","submit_an_ad","0","11001","11001","und","3","48913"," ","NOT NULL","600","800"
"48914","6897","c570f7e5-24c3-4bd6-a1cc-8aa2d5173625creer_publier_ad1735278307.jpg","public://img-gallery/c570f7e5-24c3-4bd6-a1cc-8aa2d5173625creer_publier_ad1735278307.jpg","image/jpeg","74578","1","1648476289","image","node","submit_an_ad","0","11001","11001","und","4","48914"," ","NOT NULL","600","800"
"48906","6897","2687b54d-3ba4-4b26-8c89-41547cc14284creer_publier_ad99738753.jpg","public://img-gallery/2687b54d-3ba4-4b26-8c89-41547cc14284creer_publier_ad99738753.jpg","image/jpeg","78290","1","1648475531","image","node","submit_an_ad","0","11000","11000","und","0","48906"," ","NOT NULL","600","800"
"48907","6897","04315aaf-010b-44d1-af22-a48e63b7d10acreer_publier_ad307532673.jpg","public://img-gallery/04315aaf-010b-44d1-af22-a48e63b7d10acreer_publier_ad307532673.jpg","image/jpeg","51260","1","1648475531","image","node","submit_an_ad","0","11000","11000","und","1","48907"," ","NOT NULL","600","800"
"48909","6897","a324c315-878d-49eb-a951-dc513348b3aecreer_publier_ad215057442.jpg","public://img-gallery/a324c315-878d-49eb-a951-dc513348b3aecreer_publier_ad215057442.jpg","image/jpeg","87740","1","1648475531","image","node","submit_an_ad","0","11000","11000","und","2","48909"," ","NOT NULL","600","800"
"48910","6897","d33dcf9c-27a2-4fd0-80c2-92444234f2e4creer_publier_ad1434509033.jpg","public://img-gallery/d33dcf9c-27a2-4fd0-80c2-92444234f2e4creer_publier_ad1434509033.jpg","image/jpeg","102693","1","1648475531","image","node","submit_an_ad","0","11000","11000","und","3","48910"," ","NOT NULL","800","600"
"48901","6897","aedba4d9-7f5b-4296-83ba-7cf5c10c8c2ecreer_publier_ad1996852587.jpg","public://img-gallery/aedba4d9-7f5b-4296-83ba-7cf5c10c8c2ecreer_publier_ad1996852587.jpg","image/jpeg","80135","1","1648474834","image","node","submit_an_ad","0","10999","10999","und","0","48901"," ","NOT NULL","600","800"
"48895","6897","5b6624fa-191e-419f-974e-c8bf347e247dcreer_publier_ad718058008.jpg","public://img-gallery/5b6624fa-191e-419f-974e-c8bf347e247dcreer_publier_ad718058008.jpg","image/jpeg","87808","1","1648474834","image","node","submit_an_ad","0","10999","10999","und","1","48895"," ","NOT NULL","800","600"
"48896","6897","20e5ec57-3767-4e25-9456-e43930a700e8creer_publier_ad1516006629.jpg","public://img-gallery/20e5ec57-3767-4e25-9456-e43930a700e8creer_publier_ad1516006629.jpg","image/jpeg","71532","1","1648474834","image","node","submit_an_ad","0","10999","10999","und","2","48896"," ","NOT NULL","600","800"
"48897","6897","73e2aedf-4b4b-46bf-8548-e6f53e77bc3fcreer_publier_ad572107100.jpg","public://img-gallery/73e2aedf-4b4b-46bf-8548-e6f53e77bc3fcreer_publier_ad572107100.jpg","image/jpeg","77953","1","1648474834","image","node","submit_an_ad","0","10999","10999","und","3","48897"," ","NOT NULL","800","600"
"48898","6897","84b0ecaa-4eeb-4d5f-8132-df7cf53b93b2creer_publier_ad21096764.jpg","public://img-gallery/84b0ecaa-4eeb-4d5f-8132-df7cf53b93b2creer_publier_ad21096764.jpg","image/jpeg","76392","1","1648474834","image","node","submit_an_ad","0","10999","10999","und","4","48898"," ","NOT NULL","800","600"
"48899","6897","426e7436-631a-4ffb-8102-cbf197eed199creer_publier_ad627513663.jpg","public://img-gallery/426e7436-631a-4ffb-8102-cbf197eed199creer_publier_ad627513663.jpg","image/jpeg","65886","1","1648474834","image","node","submit_an_ad","0","10999","10999","und","5","48899"," ","NOT NULL","600","800"
"48900","6897","9599d4d2-17b7-49d5-97ca-66be1ef82286creer_publier_ad1744010846.jpg","public://img-gallery/9599d4d2-17b7-49d5-97ca-66be1ef82286creer_publier_ad1744010846.jpg","image/jpeg","105703","1","1648474834","image","node","submit_an_ad","0","10999","10999","und","6","48900"," ","NOT NULL","800","600"
"48902","6897","c60b9c87-c3eb-4376-b82b-813c3ef0fe66creer_publier_ad79125018.jpg","public://img-gallery/c60b9c87-c3eb-4376-b82b-813c3ef0fe66creer_publier_ad79125018.jpg","image/jpeg","65947","1","1648474834","image","node","submit_an_ad","0","10999","10999","und","7","48902"," ","NOT NULL","800","600"
"48903","6897","ce6f73f6-4fc9-41bf-bd0a-499c7118466ccreer_publier_ad1410238977.jpg","public://img-gallery/ce6f73f6-4fc9-41bf-bd0a-499c7118466ccreer_publier_ad1410238977.jpg","image/jpeg","83581","1","1648474834","image","node","submit_an_ad","0","10999","10999","und","8","48903"," ","NOT NULL","600","800"
"48904","6897","e5ffd8a3-10e1-45dc-8317-7818ffe8c2f9creer_publier_ad770517062.jpg","public://img-gallery/e5ffd8a3-10e1-45dc-8317-7818ffe8c2f9creer_publier_ad770517062.jpg","image/jpeg","71867","1","1648474834","image","node","submit_an_ad","0","10999","10999","und","9","48904"," ","NOT NULL","800","600"
"48894","6897","e1580ef2-c59d-4a62-8725-8845e179a958creer_publier_ad973870114.jpg","public://img-gallery/e1580ef2-c59d-4a62-8725-8845e179a958creer_publier_ad973870114.jpg","image/jpeg","63566","1","1648474360","image","node","submit_an_ad","0","10998","10998","und","0","48894"," ","NOT NULL","600","800"
"48889","6897","5ec42146-4a52-4227-8893-2a6fa85de449creer_publier_ad759329552.jpg","public://img-gallery/5ec42146-4a52-4227-8893-2a6fa85de449creer_publier_ad759329552.jpg","image/jpeg","72196","1","1648474360","image","node","submit_an_ad","0","10998","10998","und","1","48889"," ","NOT NULL","600","800"
"48891","6897","426e7436-631a-4ffb-8102-cbf197eed199creer_publier_ad1723674432.jpg","public://img-gallery/426e7436-631a-4ffb-8102-cbf197eed199creer_publier_ad1723674432.jpg","image/jpeg","65886","1","1648474360","image","node","submit_an_ad","0","10998","10998","und","2","48891"," ","NOT NULL","600","800"
"48893","6897","78338c5e-534a-45a0-aacb-ea788435b637creer_publier_ad353845622.jpg","public://img-gallery/78338c5e-534a-45a0-aacb-ea788435b637creer_publier_ad353845622.jpg","image/jpeg","50949","1","1648474360","image","node","submit_an_ad","0","10998","10998","und","3","48893"," ","NOT NULL","600","800"
"48873","7186","08ca54e7-3a36-4b0d-9061-fcafbbfda96ccreer_publier_ad1793677475.jpg","public://img-gallery/08ca54e7-3a36-4b0d-9061-fcafbbfda96ccreer_publier_ad1793677475.jpg","image/jpeg","64613","1","1648474023","image","node","submit_an_ad","0","10997","10997","und","0","48873"," ","NOT NULL","800","481"
"48874","7186","43a663ff-d259-4d12-ba64-172906ae9f4dcreer_publier_ad2147285170.jpg","public://img-gallery/43a663ff-d259-4d12-ba64-172906ae9f4dcreer_publier_ad2147285170.jpg","image/jpeg","72618","1","1648474023","image","node","submit_an_ad","0","10997","10997","und","1","48874"," ","NOT NULL","800","468"
"48875","7186","49b4a68c-1499-466c-ad21-9c82d8442d27creer_publier_ad312680573.jpg","public://img-gallery/49b4a68c-1499-466c-ad21-9c82d8442d27creer_publier_ad312680573.jpg","image/jpeg","85588","1","1648474023","image","node","submit_an_ad","0","10997","10997","und","2","48875"," ","NOT NULL","800","550"
"48876","7186","362a2480-1e3b-4e69-8424-0b71092f6294creer_publier_ad1371071530.jpg","public://img-gallery/362a2480-1e3b-4e69-8424-0b71092f6294creer_publier_ad1371071530.jpg","image/jpeg","84990","1","1648474023","image","node","submit_an_ad","0","10997","10997","und","3","48876"," ","NOT NULL","800","456"
"48877","7186","593f77b8-5622-4c34-8f40-ff8b0646cbd1creer_publier_ad311268271.jpg","public://img-gallery/593f77b8-5622-4c34-8f40-ff8b0646cbd1creer_publier_ad311268271.jpg","image/jpeg","120136","1","1648474023","image","node","submit_an_ad","0","10997","10997","und","4","48877"," ","NOT NULL","800","684"
"48878","7186","31523c13-3318-4739-afec-7e22c0af83cdcreer_publier_ad492972237.jpg","public://img-gallery/31523c13-3318-4739-afec-7e22c0af83cdcreer_publier_ad492972237.jpg","image/jpeg","86947","1","1648474023","image","node","submit_an_ad","0","10997","10997","und","5","48878"," ","NOT NULL","800","441"
"48879","7186","ab44c92c-f7a3-4b20-a14f-8b8a8705de66creer_publier_ad538237999.jpg","public://img-gallery/ab44c92c-f7a3-4b20-a14f-8b8a8705de66creer_publier_ad538237999.jpg","image/jpeg","125294","1","1648474023","image","node","submit_an_ad","0","10997","10997","und","6","48879"," ","NOT NULL","800","487"
"48880","7186","ad909524-75b3-418c-b597-012b2930038fcreer_publier_ad179446457.jpg","public://img-gallery/ad909524-75b3-418c-b597-012b2930038fcreer_publier_ad179446457.jpg","image/jpeg","73387","1","1648474023","image","node","submit_an_ad","0","10997","10997","und","7","48880"," ","NOT NULL","800","470"
"48881","7186","bde97345-daf8-431b-b00b-506b1f9e2d3bcreer_publier_ad1858221054.jpg","public://img-gallery/bde97345-daf8-431b-b00b-506b1f9e2d3bcreer_publier_ad1858221054.jpg","image/jpeg","100782","1","1648474023","image","node","submit_an_ad","0","10997","10997","und","8","48881"," ","NOT NULL","800","560"
"48882","7186","cabca86d-4cd5-4ec6-8aaf-30896b69a189creer_publier_ad60727868.jpg","public://img-gallery/cabca86d-4cd5-4ec6-8aaf-30896b69a189creer_publier_ad60727868.jpg","image/jpeg","62980","1","1648474023","image","node","submit_an_ad","0","10997","10997","und","9","48882"," ","NOT NULL","800","434"
"48883","7186","e2776b8a-df98-4693-9c9e-17c7d6763128creer_publier_ad24865974.jpg","public://img-gallery/e2776b8a-df98-4693-9c9e-17c7d6763128creer_publier_ad24865974.jpg","image/jpeg","66686","1","1648474023","image","node","submit_an_ad","0","10997","10997","und","10","48883"," ","NOT NULL","800","455"
"48884","6897","8cc94970-42f9-4093-a8b1-2e34f83f4fd1creer_publier_ad405593618.jpg","public://img-gallery/8cc94970-42f9-4093-a8b1-2e34f83f4fd1creer_publier_ad405593618.jpg","image/jpeg","51438","1","1648473984","image","node","submit_an_ad","0","10996","10996","und","0","48884"," ","NOT NULL","800","600"
"48885","6897","25e902ac-c726-4569-8af0-b5b2256e6baacreer_publier_ad1790434948.jpg","public://img-gallery/25e902ac-c726-4569-8af0-b5b2256e6baacreer_publier_ad1790434948.jpg","image/jpeg","45883","1","1648473984","image","node","submit_an_ad","0","10996","10996","und","1","48885"," ","NOT NULL","800","600"
"48886","6897","159c9b7a-132e-497d-a2b7-d99245d459d6creer_publier_ad382192732.jpg","public://img-gallery/159c9b7a-132e-497d-a2b7-d99245d459d6creer_publier_ad382192732.jpg","image/jpeg","47492","1","1648473984","image","node","submit_an_ad","0","10996","10996","und","2","48886"," ","NOT NULL","800","600"
"48887","6897","2199411d-2052-47e2-9680-f9ef0fb5f9accreer_publier_ad1126939480.jpg","public://img-gallery/2199411d-2052-47e2-9680-f9ef0fb5f9accreer_publier_ad1126939480.jpg","image/jpeg","41216","1","1648473984","image","node","submit_an_ad","0","10996","10996","und","3","48887"," ","NOT NULL","800","600"
"48888","6897","bfeb83a8-0714-4159-a79a-63f04c62a3becreer_publier_ad553350944.jpg","public://img-gallery/bfeb83a8-0714-4159-a79a-63f04c62a3becreer_publier_ad553350944.jpg","image/jpeg","33381","1","1648473984","image","node","submit_an_ad","0","10996","10996","und","4","48888"," ","NOT NULL","800","600"
"48872","6897","56536cfc-3b4e-4a7b-914a-f1d618c2759fcreer_publier_ad1083181263.jpg","public://img-gallery/56536cfc-3b4e-4a7b-914a-f1d618c2759fcreer_publier_ad1083181263.jpg","image/jpeg","55550","1","1648473471","image","node","submit_an_ad","0","10995","10995","und","0","48872"," ","NOT NULL","600","800"
"48871","7183","wwwwwemmodifier_publier_adem_pur_cheveux_indien_1178961772.jpg","public://img-gallery/wwwwwemmodifier_publier_adem_pur_cheveux_indien_1178961772.jpg","image/jpeg","79802","1","1648472787","image","node","submit_an_ad","0","10994","10994","und","0","48871"," ","NOT NULL","362","350"
"48864","7181","lenovo-laptop-ideapad-110-17-acl-herocreer_publier_ad970946446.png","public://img-gallery/lenovo-laptop-ideapad-110-17-acl-herocreer_publier_ad970946446.png","image/png","70677","1","1648463393","image","node","submit_an_ad","0","10992","10992","und","0","48864"," ","NOT NULL","725","515"
"48866","7181","lenovo-ideapad-110creer_publier_ad1785760681.jpg","public://img-gallery/lenovo-ideapad-110creer_publier_ad1785760681.jpg","image/jpeg","42105","1","1648463393","image","node","submit_an_ad","0","10992","10992","und","1","48866"," ","NOT NULL","800","800"
"48851","7170","1648341663451creer_publier_ad261621048.jpg","public://img-gallery/1648341663451creer_publier_ad261621048.jpg","image/jpeg","28724","1","1648404444","image","node","submit_an_ad","0","10991","10991","und","0","48851"," ","NOT NULL","450","800"
"48852","7170","1648341661347creer_publier_ad1720346605.jpg","public://img-gallery/1648341661347creer_publier_ad1720346605.jpg","image/jpeg","36360","1","1648404444","image","node","submit_an_ad","0","10991","10991","und","1","48852"," ","NOT NULL","450","800"
"48853","7170","1648341667753creer_publier_ad1669470595.jpg","public://img-gallery/1648341667753creer_publier_ad1669470595.jpg","image/jpeg","34409","1","1648404444","image","node","submit_an_ad","0","10991","10991","und","2","48853"," ","NOT NULL","450","800"
"48854","7170","1648341670108creer_publier_ad692768709.jpg","public://img-gallery/1648341670108creer_publier_ad692768709.jpg","image/jpeg","35629","1","1648404444","image","node","submit_an_ad","0","10991","10991","und","3","48854"," ","NOT NULL","450","800"
"48855","7170","1648341665524creer_publier_ad310045309.jpg","public://img-gallery/1648341665524creer_publier_ad310045309.jpg","image/jpeg","36247","1","1648404444","image","node","submit_an_ad","0","10991","10991","und","4","48855"," ","NOT NULL","450","800"
"48856","7170","1648341672326creer_publier_ad757866895.jpg","public://img-gallery/1648341672326creer_publier_ad757866895.jpg","image/jpeg","40159","1","1648404444","image","node","submit_an_ad","0","10991","10991","und","5","48856"," ","NOT NULL","450","800"
"48857","7170","1648341674560creer_publier_ad2023726710.jpg","public://img-gallery/1648341674560creer_publier_ad2023726710.jpg","image/jpeg","43691","1","1648404444","image","node","submit_an_ad","0","10991","10991","und","6","48857"," ","NOT NULL","450","800"
"48842","7170","img-20220327-wa0037creer_publier_ad669759956.jpg","public://img-gallery/img-20220327-wa0037creer_publier_ad669759956.jpg","image/jpeg","41284","1","1648381621","image","node","submit_an_ad","0","10989","10989","und","0","48842"," ","NOT NULL","600","800"
"48843","7170","img-20220327-wa0035creer_publier_ad1175172537.jpg","public://img-gallery/img-20220327-wa0035creer_publier_ad1175172537.jpg","image/jpeg","39660","1","1648381621","image","node","submit_an_ad","0","10989","10989","und","1","48843"," ","NOT NULL","600","800"
"48844","7170","img-20220327-wa0041creer_publier_ad392550682.jpg","public://img-gallery/img-20220327-wa0041creer_publier_ad392550682.jpg","image/jpeg","45678","1","1648381621","image","node","submit_an_ad","0","10989","10989","und","2","48844"," ","NOT NULL","600","800"
"48845","7170","img-20220327-wa0040creer_publier_ad1649889414.jpg","public://img-gallery/img-20220327-wa0040creer_publier_ad1649889414.jpg","image/jpeg","41719","1","1648381621","image","node","submit_an_ad","0","10989","10989","und","3","48845"," ","NOT NULL","600","800"
"48846","7170","img-20220327-wa0034creer_publier_ad1716875356.jpg","public://img-gallery/img-20220327-wa0034creer_publier_ad1716875356.jpg","image/jpeg","42560","1","1648381621","image","node","submit_an_ad","0","10989","10989","und","4","48846"," ","NOT NULL","600","800"
"48847","7170","img-20220327-wa0038creer_publier_ad1267547346.jpg","public://img-gallery/img-20220327-wa0038creer_publier_ad1267547346.jpg","image/jpeg","33951","1","1648381621","image","node","submit_an_ad","0","10989","10989","und","5","48847"," ","NOT NULL","600","800"
"48848","7170","img-20220327-wa0039creer_publier_ad903905584.jpg","public://img-gallery/img-20220327-wa0039creer_publier_ad903905584.jpg","image/jpeg","44631","1","1648381621","image","node","submit_an_ad","0","10989","10989","und","6","48848"," ","NOT NULL","600","800"
"48849","7170","img-20220327-wa0042creer_publier_ad116608402.jpg","public://img-gallery/img-20220327-wa0042creer_publier_ad116608402.jpg","image/jpeg","77192","1","1648381621","image","node","submit_an_ad","0","10989","10989","und","7","48849"," ","NOT NULL","600","800"
"48807","7170","1648115061726creer_publier_ad759978337.jpg","public://img-gallery/1648115061726creer_publier_ad759978337.jpg","image/jpeg","80435","1","1648334162","image","node","submit_an_ad","0","10979","10979","und","0","48807"," ","NOT NULL","600","800"
"48808","7170","1648115054575creer_publier_ad705088467.jpg","public://img-gallery/1648115054575creer_publier_ad705088467.jpg","image/jpeg","83291","1","1648334162","image","node","submit_an_ad","0","10979","10979","und","1","48808"," ","NOT NULL","772","800"
"48809","7170","1648115051890creer_publier_ad1155463322.jpg","public://img-gallery/1648115051890creer_publier_ad1155463322.jpg","image/jpeg","70748","1","1648334162","image","node","submit_an_ad","0","10979","10979","und","2","48809"," ","NOT NULL","600","800"
"48810","7170","1648115057116creer_publier_ad62545434.jpg","public://img-gallery/1648115057116creer_publier_ad62545434.jpg","image/jpeg","62880","1","1648334162","image","node","submit_an_ad","0","10979","10979","und","3","48810"," ","NOT NULL","800","617"
"48811","7170","1648115048052creer_publier_ad833793051.jpg","public://img-gallery/1648115048052creer_publier_ad833793051.jpg","image/jpeg","77255","1","1648334162","image","node","submit_an_ad","0","10979","10979","und","4","48811"," ","NOT NULL","600","800"
"48812","7170","1648115059718creer_publier_ad163203473.jpg","public://img-gallery/1648115059718creer_publier_ad163203473.jpg","image/jpeg","64890","1","1648334162","image","node","submit_an_ad","0","10979","10979","und","5","48812"," ","NOT NULL","600","800"
"48862","7170","img-20220326-wa0018creer_publier_ad441812073emmodifier_publier_adem_appartement_meuble_raffine_a_kotto_baden_baden_a_20m_de_la_route1730828.jpg","public://img-gallery/img-20220326-wa0018creer_publier_ad441812073emmodifier_publier_adem_appartement_meuble_raffine_a_kotto_baden_baden_a_20m_de_la_route1730828.jpg","image/jpeg","71821","1","1648457883","image","node","submit_an_ad","0","10976","10976","und","0","48862"," ","NOT NULL","369","488"
"48789","7170","img-20220326-wa0019creer_publier_ad73823769.jpg","public://img-gallery/img-20220326-wa0019creer_publier_ad73823769.jpg","image/jpeg","67162","1","1648325681","image","node","submit_an_ad","0","10976","10976","und","1","48789"," ","NOT NULL","600","800"
"48790","7170","img-20220326-wa0020creer_publier_ad1840890165.jpg","public://img-gallery/img-20220326-wa0020creer_publier_ad1840890165.jpg","image/jpeg","61010","1","1648325681","image","node","submit_an_ad","0","10976","10976","und","2","48790"," ","NOT NULL","600","800"
"48791","7170","img-20220326-wa0022creer_publier_ad702198397.jpg","public://img-gallery/img-20220326-wa0022creer_publier_ad702198397.jpg","image/jpeg","76677","1","1648325681","image","node","submit_an_ad","0","10976","10976","und","3","48791"," ","NOT NULL","600","800"
"48792","7170","img-20220326-wa0021creer_publier_ad1945709585.jpg","public://img-gallery/img-20220326-wa0021creer_publier_ad1945709585.jpg","image/jpeg","49113","1","1648325681","image","node","submit_an_ad","0","10976","10976","und","4","48792"," ","NOT NULL","566","800"
"48863","7170","img-20220326-wa0017creer_publier_ad149918898emmodifier_publier_adem_appartement_meuble_raffine_a_kotto_baden_baden_a_20m_de_la_route8773713.jpg","public://img-gallery/img-20220326-wa0017creer_publier_ad149918898emmodifier_publier_adem_appartement_meuble_raffine_a_kotto_baden_baden_a_20m_de_la_route8773713.jpg","image/jpeg","81990","1","1648457883","image","node","submit_an_ad","0","10976","10976","und","5","48863"," ","NOT NULL","369","642"
"48781","7170","img-20220326-wa0003creer_publier_ad91653148.jpg","public://img-gallery/img-20220326-wa0003creer_publier_ad91653148.jpg","image/jpeg","57903","1","1648325510","image","node","submit_an_ad","0","10975","10975","und","0","48781"," ","NOT NULL","600","800"
"48782","7170","img-20220326-wa0011creer_publier_ad62657324.jpg","public://img-gallery/img-20220326-wa0011creer_publier_ad62657324.jpg","image/jpeg","61593","1","1648325510","image","node","submit_an_ad","0","10975","10975","und","1","48782"," ","NOT NULL","600","800"
"48783","7170","img-20220326-wa0000creer_publier_ad710687239.jpg","public://img-gallery/img-20220326-wa0000creer_publier_ad710687239.jpg","image/jpeg","76593","1","1648325510","image","node","submit_an_ad","0","10975","10975","und","2","48783"," ","NOT NULL","600","800"
"48784","7170","img-20220326-wa0006creer_publier_ad1733319760.jpg","public://img-gallery/img-20220326-wa0006creer_publier_ad1733319760.jpg","image/jpeg","50659","1","1648325510","image","node","submit_an_ad","0","10975","10975","und","3","48784"," ","NOT NULL","600","800"
"48785","7170","img-20220326-wa0001creer_publier_ad408888614.jpg","public://img-gallery/img-20220326-wa0001creer_publier_ad408888614.jpg","image/jpeg","50446","1","1648325510","image","node","submit_an_ad","0","10975","10975","und","4","48785"," ","NOT NULL","800","600"
"48786","7170","img-20220326-wa0007creer_publier_ad664378910.jpg","public://img-gallery/img-20220326-wa0007creer_publier_ad664378910.jpg","image/jpeg","48651","1","1648325510","image","node","submit_an_ad","0","10975","10975","und","5","48786"," ","NOT NULL","600","800"
"48773","3358","238037056_166617702162454_1956990624857657239_ncreer_publier_ad512176277.jpg","public://img-gallery/238037056_166617702162454_1956990624857657239_ncreer_publier_ad512176277.jpg","image/jpeg","64441","1","1648322437","image","node","submit_an_ad","0","10973","10973","und","0","48773"," ","NOT NULL","600","450"
"48775","3358","238911536_167690448721846_7903900940826409801_ncreer_publier_ad664377349.jpg","public://img-gallery/238911536_167690448721846_7903900940826409801_ncreer_publier_ad664377349.jpg","image/jpeg","7661","1","1648322437","image","node","submit_an_ad","0","10973","10973","und","1","48775"," ","NOT NULL","225","225"
"48777","3358","245157377_206318698192354_5779465296084858986_ncreer_publier_ad521571208.jpg","public://img-gallery/245157377_206318698192354_5779465296084858986_ncreer_publier_ad521571208.jpg","image/jpeg","6172","1","1648322437","image","node","submit_an_ad","0","10973","10973","und","2","48777"," ","NOT NULL","228","219"
